input,match,property_id,latitude,longitude,search_url,image_url,home_value,home_type,year_built,lot_size,price,beds,baths,sqft
824 S OAK PARK AVE,824 S Taylor Ave,13250794,41.873572,-87.7777996,/IL/Oak-Park/824-S-Taylor-Ave-60304/home/13250794,['https://ssl.cdn-redfin.com/photo/68/mbphoto/927/genMid.07850927_3.jpg'],378500.0,Single-family,1910,4725.0,250000.0,4.0,2.0,
531 S LYMAN AV,531 Lyman Ave,13252032,41.8788245,-87.7773505,/IL/Oak-Park/531-Lyman-Ave-60304/home/13252032,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=531+Lyman+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=tiuLeEyw96lus5ziWEbki70wkU8='],61500.0,Single-family,1903,4588.0,,3.0,1.0,1200.0
621 S MAPLE AVE 302,621 S Maple Ave #302,13249397,41.8774234,-87.8040926,/IL/Oak-Park/621-S-Maple-Ave-60304/unit-302/home/13249397,['https://ssl.cdn-redfin.com/photo/68/mbphoto/860/genMid.07326860_2.jpg'],45000.0,,,,,,,
1176 S SCOVILLE AVE,1176 S Scoville Ave,13246383,41.8660536,-87.7874051,/IL/Oak-Park/1176-S-Scoville-Ave-60304/home/13246383,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1176+S+Scoville+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=IvqSp956rGutwkIt1Cp0FuATJys='],,Single-family,1963,3150.0,,3.0,1.5,988.0
1027 S HIGHLAND AV,1027 Highland Ave,13251407,41.8697982,-87.781951,/IL/Oak-Park/1027-Highland-Ave-60304/home/13251407,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1027+Highland+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=JdopTKNuJMWPHUCywzj4q6Oj7Ic='],220000.0,Single-family,1913,3780.0,,2.0,1.0,869.0
603 S CLARENCE AVE,603 Clarence Ave,13250260,41.8777901,-87.7908194,/IL/Oak-Park/603-Clarence-Ave-60304/home/13250260,['https://ssl.cdn-redfin.com/photo/68/mbphoto/480/genMid.11862480_0.jpg'],545000.0,Single-family,1920,3150.0,545000.0,3.0,2.0,1445.0
622 S TAYLOR AV,622 S Taylor Ave,13252762,41.8773085,-87.7779282,/IL/Oak-Park/622-S-Taylor-Ave-60304/home/13252762,['https://ssl.cdn-redfin.com/photo/68/mbphoto/020/genMid.10324020_0.jpg'],600000.0,Single-family,1913,4410.0,600000.0,4.0,3.5,2102.0
905 WENONAH AVE,905 Wenonah Ave,13247517,41.8721139,-87.800874,/IL/Oak-Park/905-Wenonah-Ave-60304/home/13247517,['https://ssl.cdn-redfin.com/photo/68/mbphoto/185/genMid.11417185_0.jpg'],450000.0,Single-family,1921,3333.0,450000.0,3.0,3.0,
3S557 LORRAINE AVE,,-1,,,,,,,,,,,,
818 S CARPENTER,818 Carpenter Ave,13248871,41.8747261,-87.7958914,/IL/Oak-Park/818-Carpenter-Ave-60304/home/13248871,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=818+Carpenter+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=xbirAnDQ5BfYqggSi33SOTXeZgI='],103000.0,Single-family,1969,5112.0,,3.0,1.0,1092.0
621 S MAPLE #204,621 S Maple Ave #204,13249015,41.8774234,-87.8040926,/IL/Oak-Park/621-S-Maple-Ave-60304/unit-204/home/13249015,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=621+S+Maple+Ave+%23204%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=0cztOXWyGzHChr7eX0fcKeuGo1E='],,,,,,,,
708 S EUCLID AVE,708 S Euclid Ave,13250282,41.8757367,-87.7925782,/IL/Oak-Park/708-S-Euclid-Ave-60304/home/13250282,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=708+S+Euclid+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=TIhMVko6r57D4aAJX_4UQRblxGE='],65000.0,Single-family,1905,6300.0,,3.0,1.5,1440.0
814 S CUYLER AVE,814 S Cuyler Ave,13250922,41.8738726,-87.7827319,/IL/Oak-Park/814-S-Cuyler-Ave-60304/home/13250922,['https://ssl.cdn-redfin.com/photo/68/mbphoto/888/genMid.07554888_7.jpg'],447000.0,Single-family,1910,4725.0,,4.0,1.5,1747.0
1119 S WISCONSIN,1119 Wisconsin Ave,13247005,41.8679283,-87.8022643,/IL/Oak-Park/1119-Wisconsin-Ave-60304/home/13247005,['https://ssl.cdn-redfin.com/photo/68/mbphoto/668/genMid.11873668_0.jpg'],590000.0,Single-family,1923,6412.0,590000.0,4.0,3.0,1570.0
26269 W ROBERTS LN,,-1,,,,,,,,,,,,
742 S HIGHLAND AV,742 Highland Ave,13252748,41.874755,-87.781475,/IL/Oak-Park/742-Highland-Ave-60304/home/13252748,['https://ssl.cdn-redfin.com/photo/68/mbphoto/001/genMid.12088001_0.jpg'],275000.0,Single-family,1918,4671.0,275000.0,3.0,1.5,1456.0
611 SOUTH HUMPHREY AVE,611 S Humphrey Ave,13252758,41.8777388,-87.7761358,/IL/Oak-Park/611-S-Humphrey-Ave-60304/home/13252758,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=611+S+Humphrey+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=TwsLPuwMwljKiZn1q82VQprJ_40='],235000.0,Single-family,1909,4687.0,,3.0,1.5,1566.0
1025 S SCOVILLE AVE,1025 S Scoville Ave,13247840,41.8698536,-87.7880593,/IL/Oak-Park/1025-S-Scoville-Ave-60304/home/13247840,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1025+S+Scoville+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=4q_p8az9vbmI5mrD_4NKmmZ9qYQ='],,Single-family,1905,4284.0,,2.0,1.0,1224.0
828 S HARVEY AV,828 S Harvey Ave,13250141,41.8734257,-87.780252,/IL/Oak-Park/828-S-Harvey-Ave-60304/home/13250141,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=828+S+Harvey+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=niEqxvxsMFEuQ4D6_YWxm9YNsoU='],81250.0,Single-family,1907,6250.0,,4.0,2.0,1786.0
1124 HOME AVE,1124 Home Ave,13248788,41.867777,-87.7987808,/IL/Oak-Park/1124-Home-Ave-60304/home/13248788,['https://ssl.cdn-redfin.com/photo/68/mbphoto/487/genMid.08374487_3.jpg'],620000.0,Single-family,1915,4795.0,619900.0,4.0,4.0,
621 WESLEY RD,,-1,,,,,,,,,,,,
1008 S GUNDERSON ST,,-1,,,,,,,,,,,,
915 S HIGHLAND AVE,915 Highland Ave,13250898,41.872076,-87.782087,/IL/Oak-Park/915-Highland-Ave-60304/home/13250898,['https://ssl.cdn-redfin.com/photo/68/mbphoto/140/genMid.11255140_0.jpg'],319000.0,Single-family,1926,3780.0,319000.0,3.0,1.5,1536.0
728 S HARVEY AV,728 S Harvey Ave,13252964,41.8752621,-87.7803878,/IL/Oak-Park/728-S-Harvey-Ave-60304/home/13252964,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=728+S+Harvey+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=DlroxO8OW_WEMvhwKJ9KCvqVwVs='],185200.0,Single-family,1928,4062.0,,3.0,1.5,1617.0
1182 S HOME AV,1182 Home Ave,13248171,41.8657129,-87.7986963,/IL/Oak-Park/1182-Home-Ave-60304/home/13248171,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1182+Home+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=m5cEWUp2uCEpB2RNncXkXdUlQgs='],150000.0,Single-family,1911,5137.0,,3.0,1.0,1275.0
1119 HOME AVE,1119 Home Ave,13247565,41.8679962,-87.7993395,/IL/Oak-Park/1119-Home-Ave-60304/home/13247565,['https://ssl.cdn-redfin.com/photo/68/mbphoto/717/genMid.09948717_C.jpg'],530000.0,Single-family,1906,5623.0,530000.0,4.0,2.5,1584.0
1110 PLEASANT ST,1110 Pleasant St,12589950,41.8857616,-87.8030104,/IL/Oak-Park/1110-Pleasant-St-60302/home/12589950,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1110+Pleasant+St%2C+Oak+Park%2C+IL+60302&size=665x441&source=outdoor&client=gme-redfin&signature=CfJEpHnY9aDWBYBEaLvUsqgkxp0='],,,,,,,,
1046 S ELMWOOD AVE,1046 S Elmwood Ave,13247704,41.8691213,-87.7850383,/IL/Oak-Park/1046-S-Elmwood-Ave-60304/home/13247704,['https://ssl.cdn-redfin.com/photo/68/mbphoto/805/genMid.07716805_3.jpg'],515000.0,Single-family,1918,4762.0,515000.0,4.0,3.0,1648.0
36 HARRISON ST APT 1,36 Harrison St #1,12650988,41.8729026,-87.7761869,/IL/Oak-Park/36-Harrison-St-60304/unit-1/home/12650988,['https://ssl.cdn-redfin.com/photo/68/mbphoto/656/genMid.11115656_1.jpg'],140000.0,,,,,,,
1128 S OAK PARK AV  1E,1128 S Oak Park Ave Unit 1E,12590263,41.86776,-87.7934657,/IL/Oak-Park/1128-S-Oak-Park-Ave-60304/unit-1E/home/12590263,['https://ssl.cdn-redfin.com/photo/68/mbphoto/480/genMid.10315480_1.jpg'],,,,,,,,
1027 S RIDGELAND AVE,1027 S Ridgeland Ave,13247077,41.8697797,-87.7843992,/IL/Oak-Park/1027-S-Ridgeland-Ave-60304/home/13247077,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1027+S+Ridgeland+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=HHiCJSbUlbKcDKnQmgU5Kbscb_I='],210000.0,Single-family,1919,4191.0,,2.0,1.0,1448.0
933 S WESLEY AV,933 Wesley Ave,13247719,41.871279,-87.791821,/IL/Oak-Park/933-Wesley-Ave-60304/home/13247719,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=933+Wesley+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=8b6RpSfphbGXdR9sU1MIGRhKeCE='],,Single-family,1919,3150.0,,3.0,1.0,1212.0
1138 GUNDERSON,1138 Gunderson Ave,13247990,41.8675312,-87.7861999,/IL/Oak-Park/1138-Gunderson-Ave-60304/home/13247990,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1138+Gunderson+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=tDZ_pQ0rFaDSQ5ruxSkfpGdkI3A='],350000.0,Single-family,1923,3654.0,,4.0,1.0,1244.0
707 CLARENCE AVE,707 Clarence Ave,13249801,41.8758432,-87.7907355,/IL/Oak-Park/707-Clarence-Ave-60304/home/13249801,['https://ssl.cdn-redfin.com/photo/68/mbphoto/494/genMid.08626494_2.jpg'],557000.0,Single-family,1914,4125.0,557000.0,4.0,3.0,2755.0
1165 S ELMWOOD,1165 S Elmwood Ave,13246163,41.8664865,-87.7855146,/IL/Oak-Park/1165-S-Elmwood-Ave-60304/home/13246163,['https://ssl.cdn-redfin.com/photo/68/mbphoto/486/genMid.07670486_3.jpg'],500000.0,Single-family,1920,3780.0,,3.0,2.5,1409.0
721 ONTARIO ST 212,,-1,,,,,,,,,,,,
626 S EAST AVE,626 S East Ave,13249434,41.8770174,-87.7889952,/IL/Oak-Park/626-S-East-Ave-60304/home/13249434,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=626+S+East+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=7k7asZMA_MDrz-vk-jIZPXDtVKY='],,Single-family,1915,6300.0,,3.0,1.5,1756.0
4148 W 21ST STREET,,-1,,,,,,,,,,,,
541 CLARENCE AVE,541 Clarence Ave,13248909,41.8782631,-87.7907879,/IL/Oak-Park/541-Clarence-Ave-60304/home/13248909,['https://ssl.cdn-redfin.com/photo/68/mbphoto/926/genMid.08207926_5.jpg'],600000.0,Single-family,1910,5000.0,550000.0,4.0,4.0,
1133 GUNDERSON AV,1133 Gunderson Ave,13247827,41.8677161,-87.7867508,/IL/Oak-Park/1133-Gunderson-Ave-60304/home/13247827,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1133+Gunderson+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=SCdkLnreFQSF5hKJJEFuyGeeqRQ='],,Single-family,1913,4410.0,,4.0,1.5,2122.0
1172 S CUYLER AV,1172 S Cuyler Ave,13250292,41.8662942,-87.7824622,/IL/Oak-Park/1172-S-Cuyler-Ave-60304/home/13250292,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1172+S+Cuyler+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=CR_LX2NlYVV8BeRvMdm_kPzgJ7k='],144000.0,Single-family,1926,3780.0,,4.0,1.5,1648.0
727 S EUCLID,727 S Euclid Ave,13249774,41.8751042,-87.7931688,/IL/Oak-Park/727-S-Euclid-Ave-60304/home/13249774,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=727+S+Euclid+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=V5HOv_b6_LZUanMJJICWcBhS_6M='],,Single-family,1911,5040.0,,3.0,1.5,1851.0
1023 S KENILWORTH AVE,1023 S Kenilworth Ave,13247758,41.8697206,-87.7968368,/IL/Oak-Park/1023-S-Kenilworth-Ave-60304/home/13247758,['https://ssl.cdn-redfin.com/photo/68/mbphoto/120/genMid.06992120_2.jpg'],370000.0,Single-family,1922,3425.0,370000.0,3.0,2.5,
835 S TAYLOR AVE,835 S Taylor Ave,13250621,41.8732111,-87.7783586,/IL/Oak-Park/835-S-Taylor-Ave-60304/home/13250621,['https://ssl.cdn-redfin.com/photo/68/mbphoto/972/genMid.11612972_0.jpg'],280000.0,Single-family,1910,4650.0,280000.0,4.0,1.5,1320.0
645 CLINTON AVE,,-1,,,,,,,,,,,,
701 S OAK PARK AV,701 S Oak Park Ave,13249633,41.8759723,-87.7943877,/IL/Oak-Park/701-S-Oak-Park-Ave-60304/home/13249633,['https://ssl.cdn-redfin.com/photo/68/mbphoto/070/genMid.06898070_3.jpg'],424000.0,Single-family,1912,6250.0,423900.0,4.0,1.5,
1140 S TAYLOR AVE,1140 S Taylor Ave,13251342,41.8675689,-87.7775823,/IL/Oak-Park/1140-S-Taylor-Ave-60304/home/13251342,['https://ssl.cdn-redfin.com/photo/68/mbphoto/316/genMid.12049316_0.jpg'],205000.0,Single-family,1922,4158.0,380000.0,2.0,1.0,1284.0
627 S EUCLID AVE,627 S Euclid Ave,13249860,41.8769433,-87.7932214,/IL/Oak-Park/627-S-Euclid-Ave-60304/home/13249860,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=41.8769433%2C-87.7932214&size=665x441&source=outdoor&client=gme-redfin&signature=jC8s0yB8h5CMlDOu2tNvkBgZM0Y='],525000.0,Single-family,1920,4199.0,,3.0,2.0,2008.0
220 S AUSTIN BLVD,220 S Austin Blvd,13252970,41.8769844,-87.7749034,/IL/Oak-Park/220-S-Austin-Blvd-60304/home/13252970,['https://ssl.cdn-redfin.com/photo/68/mbphoto/547/genMid.09093547_5.jpg'],400500.0,Multi-family (2-4 unit),1930,6250.0,400500.0,8.0,5.0,
1010 S CUYLER,1010 S Cuyler Ave,13251135,41.870376,-87.7826133,/IL/Oak-Park/1010-S-Cuyler-Ave-60304/home/13251135,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1010+S+Cuyler+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=qnKjegp6ss2ue0blmPweb5UiZ-c='],245000.0,Single-family,1913,3780.0,,2.0,1.0,842.0
7425 DIXON ST,,-1,,,,,,,,,,,,
636 S GROVE AV,636 S Grove Ave,13249646,41.876537,-87.7950627,/IL/Oak-Park/636-S-Grove-Ave-60304/home/13249646,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=636+S+Grove+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=fMTCeNlOcAamFP6vT6kUJYFi2rM='],178000.0,Single-family,1907,6250.0,,5.0,1.5,2286.0
1158 S SCOVILLE AVE,1158 S Scoville Ave,13247268,41.8666808,-87.7874315,/IL/Oak-Park/1158-S-Scoville-Ave-60304/home/13247268,['https://ssl.cdn-redfin.com/photo/68/mbphoto/259/genMid.09834259_9.jpg'],349000.0,Single-family,1923,3150.0,349000.0,3.0,1.0,1944.0
1005 S HOME AV,1005 Home Ave,13248810,41.8703006,-87.7994431,/IL/Oak-Park/1005-Home-Ave-60304/home/13248810,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1005+Home+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=E9jdbjOMX1PckiEWcBceANerICQ='],495000.0,Single-family,1904,5625.0,,4.0,2.5,1637.0
1187 HOME AVE,1187 Home Ave,13247411,41.8655767,-87.7993108,/IL/Oak-Park/1187-Home-Ave-60304/home/13247411,['https://ssl.cdn-redfin.com/photo/68/mbphoto/917/genMid.08923917_3.jpg'],252500.0,Single-family,1922,4440.0,252500.0,3.0,1.0,1650.0
538 JAMES CT C,,-1,,,,,,,,,,,,
718 S HUMPHREY,718 S Humphrey Ave,13251453,41.8757028,-87.7754556,/IL/Oak-Park/718-S-Humphrey-Ave-60304/home/13251453,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=718+S+Humphrey+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=ks6a_CdoYzfPKhP_3paLNSUmOac='],355000.0,Single-family,1918,4270.0,,3.0,1.0,2048.0
1116 WENONAH AVE,,-1,,,,,,,,,,,,
1008 S HIGHLAND AVE,1008 Highland Ave,13250174,41.8704665,-87.7814129,/IL/Oak-Park/1008-Highland-Ave-60304/home/13250174,['https://ssl.cdn-redfin.com/photo/68/mbphoto/067/genMid.10798067_0.jpg'],236000.0,Single-family,1915,3780.0,,2.0,1.0,856.0
912 S KENILWORTH,912 S Kenilworth Ave,13247801,41.8717938,-87.7962734,/IL/Oak-Park/912-S-Kenilworth-Ave-60304/home/13247801,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=912+S+Kenilworth+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=cygMGjmICwVnd4Dj2GbkNkih86E='],127000.0,Single-family,1924,4071.0,,3.0,1.5,1450.0
1004 HIGHLAND AVE,1004 Highland Ave,13250770,41.8706282,-87.7813869,/IL/Oak-Park/1004-Highland-Ave-60304/home/13250770,['https://ssl.cdn-redfin.com/photo/68/mbphoto/608/genMid.10748608_0.jpg'],340000.0,Single-family,1913,3780.0,340000.0,3.0,2.0,
636 S HARVEY AV,636 S Harvey Ave,13252447,41.8767761,-87.7803962,/IL/Oak-Park/636-S-Harvey-Ave-60304/home/13252447,['https://ssl.cdn-redfin.com/photo/68/mbphoto/054/genMid.10842054_0.jpg'],410000.0,Single-family,1921,3125.0,410000.0,3.0,1.5,
1122 S CUYLER AVE,1122 S Cuyler Ave,13251536,41.8681686,-87.7825398,/IL/Oak-Park/1122-S-Cuyler-Ave-60304/home/13251536,['https://ssl.cdn-redfin.com/photo/68/mbphoto/366/genMid.08274366_0.jpg'],301500.0,Single-family,1962,3094.0,175000.0,4.0,1.0,
734 HOME AVE,734 Home Ave,13249640,41.8756095,-87.7995161,/IL/Oak-Park/734-Home-Ave-60304/home/13249640,['https://ssl.cdn-redfin.com/photo/68/mbphoto/998/genMid.10633998_0.jpg'],427000.0,Single-family,1915,3450.0,427000.0,3.0,1.5,1440.0
522 S GROVE,522 S Grove Ave,13248977,41.8787645,-87.7951207,/IL/Oak-Park/522-S-Grove-Ave-60304/home/13248977,['https://ssl.cdn-redfin.com/photo/68/mbphoto/094/genMid.06521094_5.jpg'],880000.0,Single-family,2007,6250.0,880000.0,4.0,3.5,3200.0
705 S OAK PARK AV,705 S Oak Park Ave,13249632,41.8758253,-87.7944105,/IL/Oak-Park/705-S-Oak-Park-Ave-60304/home/13249632,['https://ssl.cdn-redfin.com/photo/68/mbphoto/526/genMid.11659526_0.jpg'],575000.0,Single-family,1908,6250.0,575000.0,5.0,2.0,2400.0
612 S EUCLID AVE,612 S Euclid Ave,12575798,41.8774254,-87.7926486,/IL/Oak-Park/612-S-Euclid-Ave-60304/home/12575798,['https://ssl.cdn-redfin.com/photo/68/mbphoto/349/genMid.07213349_3.jpg'],460000.0,Single-family,1915,4158.0,,3.0,1.5,1653.0
803 S COYLER AVE,,-1,,,,,,,,,,,,
833 HOME AVE,833 Home Ave,13249526,41.8741755,-87.7999749,/IL/Oak-Park/833-Home-Ave-60304/home/13249526,['https://ssl.cdn-redfin.com/photo/68/mbphoto/860/genMid.09164860_2.jpg'],350000.0,Single-family,1915,6250.0,350000.0,4.0,2.5,
36 W HARRISON #3,36 Harrison St #3,12650987,41.8729026,-87.7761869,/IL/Oak-Park/36-Harrison-St-60304/unit-3/home/12650987,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=36+Harrison+St+%233%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=UOun0KH2SdLWpCn2XqheK3y68-A='],,,,,,,,
1151S CLINTON,,-1,,,,,,,,,,,,
1185 S GUNDERSON,1185 Gunderson Ave,13247442,41.8657826,-87.7866851,/IL/Oak-Park/1185-Gunderson-Ave-60304/home/13247442,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1185+Gunderson+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=b8nM8-TLyP6DepLTE3fRxPLoAo4='],112000.0,Single-family,1923,3150.0,,3.0,1.5,1218.0
723 CLARENCE AV,723 Clarence Ave,13250238,41.8752735,-87.7907176,/IL/Oak-Park/723-Clarence-Ave-60304/home/13250238,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=723+Clarence+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=GYWh6Viyu_jOZAHfHymC5zu02zk='],86000.0,Single-family,1911,4166.0,,3.0,2.5,1620.0
1002 S TAYLOR,1002 S Taylor Ave,13250328,41.8704848,-87.7778108,/IL/Oak-Park/1002-S-Taylor-Ave-60304/home/13250328,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1002+S+Taylor+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=lqpWnlzQqq9l3-0j0O1kJbpMnuo='],77000.0,Townhome,1956,1000.0,,2.0,2.5,940.0
1001 S GROVE,1001 S Grove Ave,13248797,41.8704635,-87.7955448,/IL/Oak-Park/1001-S-Grove-Ave-60304/home/13248797,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1001+S+Grove+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=RJl0ic-_3b7YPB5KQPQ1v_ZbGC0='],160000.0,Single-family,1925,6850.0,,4.0,2.0,2109.0
1001 S EUCLID,1001 S Euclid Ave,13247391,41.8705202,-87.7929943,/IL/Oak-Park/1001-S-Euclid-Ave-60304/home/13247391,['https://ssl.cdn-redfin.com/photo/68/mbphoto/728/genMid.11173728_0.jpg'],436500.0,Single-family,1909,4575.0,436500.0,4.0,2.5,2556.0
1141 WESLEY AVE,1141 Wesley Ave,13248313,41.8674203,-87.7916239,/IL/Oak-Park/1141-Wesley-Ave-60304/home/13248313,['https://ssl.cdn-redfin.com/photo/68/mbphoto/479/genMid.09096479_2.jpg'],300000.0,Single-family,1921,3906.0,299999.0,3.0,1.5,
720 S OAK PK AVE,720 S Harvey Ave,13252024,41.8755651,-87.7804091,/IL/Oak-Park/720-S-Harvey-Ave-60304/home/13252024,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=720+S+Harvey+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=tZHUGueSuod9a32_QhGQVc6LxZs='],,Single-family,1915,4687.0,,3.0,1.5,1428.0
701 S LOMBARD AVE,701 S Lombard Ave,13252958,41.8762182,-87.779696,/IL/Oak-Park/701-S-Lombard-Ave-60304/home/13252958,['https://ssl.cdn-redfin.com/photo/68/mbphoto/973/genMid.09320973_2.jpg'],505000.0,Single-family,1914,6250.0,395000.0,4.0,2.5,1596.0
734 S HIGHLAND,734 Highland Ave,13251859,41.875029,-87.781485,/IL/Oak-Park/734-Highland-Ave-60304/home/13251859,['https://ssl.cdn-redfin.com/photo/68/mbphoto/927/genMid.11738927_0.jpg'],526000.0,Single-family,1926,3750.0,525501.0,3.0,2.5,2151.0
642 VAN BUREN ST 3,642 Van Buren St #3,12769494,41.8744341,-87.7911498,/IL/Oak-Park/642-Van-Buren-St-60304/unit-3/home/12769494,['https://ssl.cdn-redfin.com/photo/68/mbphoto/987/genMid.08744987_2.jpg'],,,,,,,,
621 S MAPLE AVE#200,621 S Maple Ave,191950392,41.8774234,-87.8040926,/IL/Oak-Park/621-S-Maple-Ave-60304/home/191950392,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=621+S+Maple+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=-X_RsEwIQiHkSxWKBY_Fa-mqJA0='],,,,,,,,
712 S LOMBARD AVE,712 S Lombard Ave,12562397,41.8758574,-87.7791426,/IL/Oak-Park/712-S-Lombard-Ave-60304/home/12562397,['https://ssl.cdn-redfin.com/photo/68/mbphoto/336/genMid.08336336_2.jpg'],320000.0,Single-family,1915,3100.0,320000.0,3.0,1.5,
921 S TAYLOR AV,921 S Taylor Ave,13250885,41.8719197,-87.7782991,/IL/Oak-Park/921-S-Taylor-Ave-60304/home/13250885,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=921+S+Taylor+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=hxFoR0F5kZ8wPzeUtkfYo6v7GeM='],,Single-family,1916,3075.0,,4.0,2.5,1306.0
717 HOME AVE,717 Home Ave,13248772,41.8761604,-87.8000308,/IL/Oak-Park/717-Home-Ave-60304/home/13248772,['https://ssl.cdn-redfin.com/photo/68/mbphoto/381/genMid.09209381_2.jpg'],335000.0,Single-family,1917,3123.0,335000.0,3.0,1.0,
641 S MAPLE AV #F,641 S Maple Ave Unit F,12698650,41.8766936,-87.8042279,/IL/Oak-Park/641-S-Maple-Ave-60304/unit-F/home/12698650,['https://ssl.cdn-redfin.com/photo/68/mbphoto/465/genMid.11369465_1.jpg'],390000.0,,,,,,,
