input,match,property_id,latitude,longitude,search_url,image_url,home_value,home_type,year_built,lot_size,price,beds,baths,sqft
1001 S CLARENCE AV,1001 Clarence Ave,13247947,41.870547,-87.7905864,/IL/Oak-Park/1001-Clarence-Ave-60304/home/13247947,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1001+Clarence+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=z3LGmxPpz2wos04_-54Ee_baC5Q='],,Single-family,1922,4158.0,,3.0,1.0,1375.0
1001 S WESLEY AVE,1001 Wesley Ave,13247948,41.8705463,-87.7918141,/IL/Oak-Park/1001-Wesley-Ave-60304/home/13247948,['https://ssl.cdn-redfin.com/photo/68/mbphoto/787/genMid.11669787_0.jpg'],512000.0,Multi-family (2-4 unit),1915,4170.0,512000.0,6.0,2.5,
180 N LASALLE AVE,,-1,,,,,,,,,,,,
510 S RIDGELAND AVE,510 S Ridgeland Ave #1,13252631,41.8793693,-87.7840918,/IL/Oak-Park/510-S-Ridgeland-Ave-60304/unit-1/home/13252631,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=510+S+Ridgeland+Ave+%231%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=FUToT83Z6Ss2vdiDHwlY9OAk3cI='],,Multi-family (2-4 unit),1916,4116.0,,6.0,2.0,3102.0
716 S LOMBARD AV,716 S Lombard Ave,13252226,41.8756596,-87.7791053,/IL/Oak-Park/716-S-Lombard-Ave-60304/home/13252226,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=716+S+Lombard+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=Chf6DA8Gn4z5B9upBE07MnrEfxA='],68500.0,Single-family,1913,6200.0,,3.0,1.0,1408.0
525 JACKSON BLVD,525 Jackson Blvd,13249684,41.8760468,-87.7883997,/IL/Oak-Park/525-Jackson-Blvd-60304/home/13249684,['https://ssl.cdn-redfin.com/photo/68/mbphoto/601/genMid.08438601_3.jpg'],315000.0,,,,,,,
6436 ROOSEVELT RD 218,6436 Roosevelt Rd #218,21831376,41.8655716,-87.7856331,/IL/Oak-Park/6436-Roosevelt-Rd-60304/unit-218/home/21831376,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=6436+Roosevelt+Rd+%23218%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=Yj8KhcsK4xPUUZBGiut9CxytLXY='],,,,,,,,
1036 S MAPLE AV,1036 S Maple Ave,13248812,41.869133,-87.8031936,/IL/Oak-Park/1036-S-Maple-Ave-60304/home/13248812,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1036+S+Maple+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=c5RAGa7um6hkr-jFznX5rogeKTU='],363000.0,Single-family,1907,8500.0,,4.0,1.5,1608.0
511 S HUMPHREY AVE,511 S Humphrey Ave,13253158,41.8795239,-87.7761988,/IL/Oak-Park/511-S-Humphrey-Ave-60304/home/13253158,['https://ssl.cdn-redfin.com/photo/68/mbphoto/637/genMid.09731637_2.jpg'],348000.0,Single-family,1913,4687.0,348000.0,3.0,3.5,
635 S HARVEY AVE,635 S Harvey Ave,13252381,41.8768698,-87.7809746,/IL/Oak-Park/635-S-Harvey-Ave-60304/home/13252381,['https://ssl.cdn-redfin.com/photo/68/mbphoto/449/genMid.11967449_0.jpg'],,Single-family,1912,3125.0,609000.0,3.0,3.0,
1145 S HARVEY,1145 S Harvey Ave,13251391,41.8673123,-87.7806882,/IL/Oak-Park/1145-S-Harvey-Ave-60304/home/13251391,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1145+S+Harvey+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=5qzXeqL8cw2vN-NuihhYB-04eHA='],113000.0,Single-family,1915,3150.0,,3.0,1.0,1263.0
1015 S ELMWOOD AVE,1015 S Elmwood Ave,13248138,41.8701721,-87.7855849,/IL/Oak-Park/1015-S-Elmwood-Ave-60304/home/13248138,['https://ssl.cdn-redfin.com/photo/68/mbphoto/407/genMid.10294407_4.jpg'],410000.0,Single-family,1920,3175.0,410000.0,3.0,2.0,1360.0
630 LYMAN AVE,630 Lyman Ave,13251771,41.8771607,-87.7767297,/IL/Oak-Park/630-Lyman-Ave-60304/home/13251771,['https://ssl.cdn-redfin.com/photo/68/mbphoto/913/genMid.09881913_T.jpg'],305000.0,Single-family,1909,4960.0,392500.0,4.0,2.0,1800.0
1181 S HARVEY AVE,1181 S Harvey Ave,13251036,41.8660203,-87.7805767,/IL/Oak-Park/1181-S-Harvey-Ave-60304/home/13251036,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1181+S+Harvey+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=O4GxCVfibNCjk0W_-HeQmHQDDR0='],,Single-family,1910,3150.0,,4.0,1.0,1421.0
1139 HOME AVE,1139 Home Ave,13247126,41.867276,-87.7993484,/IL/Oak-Park/1139-Home-Ave-60304/home/13247126,['https://ssl.cdn-redfin.com/photo/68/mbphoto/224/genMid.06826224_3.jpg'],495000.0,Single-family,1905,5625.0,495000.0,4.0,1.5,
1134 HOME,1134 Home Ave,13248787,41.8674019,-87.7987678,/IL/Oak-Park/1134-Home-Ave-60304/home/13248787,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1134+Home+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=G_9y5qK2ARWM-Zyv54Qu607Pom4='],433000.0,Single-family,1913,4566.0,,4.0,2.0,1942.0
1039 S HUMPHREY,1039 S Humphrey Ave,13250325,41.8692619,-87.775819,/IL/Oak-Park/1039-S-Humphrey-Ave-60304/home/13250325,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1039+S+Humphrey+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=7zB2Wl8ZXqpJU7p3plBBfeDB1fM='],150000.0,Single-family,1922,6300.0,,3.0,2.0,1788.0
1039 S LOMBARD,1039 S Lombard Ave,13250332,41.8694564,-87.7794366,/IL/Oak-Park/1039-S-Lombard-Ave-60304/home/13250332,['https://ssl.cdn-redfin.com/photo/68/mbphoto/175/genMid.07389175_4.jpg'],370000.0,Single-family,1926,3125.0,370000.0,3.0,2.0,1248.0
408 S AUSTIN BLVD 3N,408 S Austin Blvd Unit 3N,13251582,41.8742438,-87.7747035,/IL/Oak-Park/408-S-Austin-Blvd-60304/unit-3N/home/13251582,['https://ssl.cdn-redfin.com/photo/68/mbphoto/875/genMid.08946875_2.jpg'],159000.0,,,,,,,
947 S EUCLID AV,947 S Euclid Ave,13247104,41.8708281,-87.7929133,/IL/Oak-Park/947-S-Euclid-Ave-60304/home/13247104,['https://ssl.cdn-redfin.com/photo/68/mbphoto/146/genMid.09938146_L.jpg'],,Single-family,1908,3075.0,554200.0,4.0,3.5,
836 SOUTH MAPLE,836 S Maple Ave,28522008,41.873969,-87.8033646,/IL/Oak-Park/836-S-Maple-Ave-60304/home/28522008,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=836+S+Maple+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=0yzwuyO4URtDKsiPGvBfTshXJ24='],190000.0,,,,,,,
625 HIGHLAND AVE,625 Highland Ave,13252608,41.8771186,-87.7821555,/IL/Oak-Park/625-Highland-Ave-60304/home/13252608,['https://ssl.cdn-redfin.com/photo/68/mbphoto/073/genMid.10255073_2.jpg'],421500.0,Single-family,1916,4726.0,421500.0,5.0,2.5,1800.0
1156 S GROVE AVE,1156 S Grove Ave,13247723,41.8666094,-87.7948329,/IL/Oak-Park/1156-S-Grove-Ave-60304/home/13247723,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1156+S+Grove+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=TY93cYnMB2k-uVDPXbPkA7TxMx8='],,Single-family,1925,4566.0,,4.0,1.5,2028.0
805 S TAYLOR AVE,805 S Taylor Ave,13250795,41.8742535,-87.778351,/IL/Oak-Park/805-S-Taylor-Ave-60304/home/13250795,['https://ssl.cdn-redfin.com/photo/68/mbphoto/106/genMid.09234106_3.jpg'],129000.0,Single-family,2018,3100.0,624900.0,4.0,3.5,
920 S WISCONSIN AV,920 Wisconsin Ave,13247809,41.8715447,-87.8016787,/IL/Oak-Park/920-Wisconsin-Ave-60304/home/13247809,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=920+Wisconsin+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=Q2bev8hgEDXzL0L9JSj7VKiUrT0='],134000.0,Single-family,1923,4500.0,,3.0,1.0,1043.0
1139 S TAYLOR,1139 S Taylor Ave,13251344,41.8676219,-87.7782047,/IL/Oak-Park/1139-S-Taylor-Ave-60304/home/13251344,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1139+S+Taylor+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=udz6nPFRIuJF248fer0rN5YQ9Eg='],42000.0,Single-family,1925,4612.0,,3.0,1.5,1806.0
1141 S HUMPHREY AVE,1141 S Humphrey Ave,13250741,41.8676368,-87.7757461,/IL/Oak-Park/1141-S-Humphrey-Ave-60304/home/13250741,['https://ssl.cdn-redfin.com/photo/68/mbphoto/429/genMid.08947429_2.jpg'],315000.0,Single-family,1920,4284.0,315000.0,3.0,1.0,
816-1S S MAPLE,,-1,,,,,,,,,,,,
705 S KENILWORTH AV,705 S Kenilworth Ave,13249378,41.8766259,-87.7975631,/IL/Oak-Park/705-S-Kenilworth-Ave-60304/home/13249378,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=705+S+Kenilworth+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=hXsUhKvSW3UXDcD1TB-Xg_EGdHc='],,Single-family,1897,5625.0,,4.0,1.5,1560.0
1034 S RIDGELAND AV,1034 S Ridgeland Ave,13250392,41.8695312,-87.7838143,/IL/Oak-Park/1034-S-Ridgeland-Ave-60304/home/13250392,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1034+S+Ridgeland+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=auPompDXoqO-wpYo03_hXlbCNik='],800000.0,Single-family,1912,3780.0,,3.0,2.5,1740.0
1150 S TAYLOR AVE,1150 S Taylor Ave,13251612,41.8671073,-87.7775717,/IL/Oak-Park/1150-S-Taylor-Ave-60304/home/13251612,['https://ssl.cdn-redfin.com/photo/68/mbphoto/159/genMid.11707159_0.jpg'],564000.0,Single-family,1923,3660.0,564000.0,4.0,2.5,2300.0
805 S ELMWOOD AVE,805 S Elmwood Ave,13248021,41.8741884,-87.7857555,/IL/Oak-Park/805-S-Elmwood-Ave-60304/home/13248021,['https://ssl.cdn-redfin.com/photo/68/mbphoto/075/genMid.09328075_2.jpg'],355000.0,,,,,,,
819 S HARVEY,819 S Harvey Ave,13251595,41.873758,-87.7808105,/IL/Oak-Park/819-S-Harvey-Ave-60304/home/13251595,['https://ssl.cdn-redfin.com/photo/68/mbphoto/868/genMid.08132868_2.jpg'],342500.0,Single-family,1907,4687.0,342500.0,3.0,1.5,
446 JACKSON BLVD,446 Jackson Blvd,13248702,41.8763878,-87.7864977,/IL/Oak-Park/446-Jackson-Blvd-60304/home/13248702,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=446+Jackson+Blvd%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=0arEJVjl-KNhiNpBi1fA6CkmFJw='],95000.0,Single-family,1914,5320.0,,4.0,1.5,1894.0
1138 S TAYLOR AVE,1138 S Taylor Ave,13250658,41.8676362,-87.7775535,/IL/Oak-Park/1138-S-Taylor-Ave-60304/home/13250658,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1138+S+Taylor+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=pfp2OCnjGx0vF8IkrTpHEDeDxcg='],430000.0,Single-family,1923,3150.0,,3.0,1.5,1472.0
620 S HOME AVE,620 Home Ave,13249651,41.8774822,-87.7995792,/IL/Oak-Park/620-Home-Ave-60304/home/13249651,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=620+Home+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=DrKPzarhkJ5M6IVcQI8edbKDx8g='],240000.0,Single-family,1908,3525.0,,2.0,1.5,1178.0
600 S CUYLER AVE,600 S Cuyler Ave,13253329,41.8779621,-87.7828681,/IL/Oak-Park/600-S-Cuyler-Ave-60304/home/13253329,['https://ssl.cdn-redfin.com/photo/68/mbphoto/611/genMid.11671611_0.jpg'],310000.0,Single-family,1923,3974.0,310000.0,3.0,1.5,1512.0
1118 S LOMBARD AVE,1118 S Lombard Ave,13250663,41.8683009,-87.778841,/IL/Oak-Park/1118-S-Lombard-Ave-60304/home/13250663,['https://ssl.cdn-redfin.com/photo/68/mbphoto/031/genMid.11001031_3.jpg'],399000.0,Single-family,1923,3690.0,399000.0,2.0,2.0,1179.0
523 S CUYLER,523 S Cuyler Ave,13252390,41.8790063,-87.7835191,/IL/Oak-Park/523-S-Cuyler-Ave-60304/home/13252390,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=523+S+Cuyler+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=5DkK67ZZbJoZ7HVCS03_JmkSBMg='],136500.0,Multi-family (2-4 unit),1908,4410.0,,6.0,2.0,2672.0
805 S WESLEY,805 Wesley Ave,13249267,41.8740655,-87.7918868,/IL/Oak-Park/805-Wesley-Ave-60304/home/13249267,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=805+Wesley+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=3-wZ4OqrDywQni6Z7Ofbw4BDSBo='],219000.0,Single-family,1912,5040.0,,4.0,1.5,1792.0
1183 S LOMBARD,1183 S Lombard Ave,13250730,41.8659833,-87.7793095,/IL/Oak-Park/1183-S-Lombard-Ave-60304/home/13250730,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1183+S+Lombard+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=m6r-KEHIp1ymxpo5QaeyZEiUpFc='],118500.0,Single-family,1924,3125.0,,3.0,1.0,950.0
632 GUNDERSON,632 Gunderson Ave,13250287,41.8768143,-87.7864977,/IL/Oak-Park/632-Gunderson-Ave-60304/home/13250287,['https://ssl.cdn-redfin.com/photo/68/mbphoto/993/genMid.07783993_8.jpg'],487000.0,Single-family,1907,5320.0,,5.0,3.5,
312 N LOMBARD,312 N Lombard Ave,13269328,41.892342,-87.7795039,/IL/Oak-Park/312-N-Lombard-Ave-60302/home/13269328,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=312+N+Lombard+Ave%2C+Oak+Park%2C+IL+60302&size=665x441&source=outdoor&client=gme-redfin&signature=QPy1lJlQ9dWlI7rb8BuBPsWyr0o='],,Single-family,1924,7695.0,,3.0,1.0,1612.0
1020 S GROVE AV,1020 S Grove Ave,13247753,41.8698359,-87.7949409,/IL/Oak-Park/1020-S-Grove-Ave-60304/home/13247753,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1020+S+Grove+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=uEIwPv7Vl45Ys2vmXEOHLJM1TNo='],134000.0,Single-family,1911,5137.0,,3.0,2.0,1875.0
712 S SCOVILLE,712 S Scoville Ave,13249571,41.8757536,-87.787707,/IL/Oak-Park/712-S-Scoville-Ave-60304/home/13249571,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=712+S+Scoville+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=QtUw29QhmImsnS_mTJz_ypbgJoU='],194000.0,Single-family,1914,4725.0,,4.0,1.0,1254.0
629 S WENONAH AV,629 Wenonah Ave,13248824,41.8771272,-87.8012783,/IL/Oak-Park/629-Wenonah-Ave-60304/home/13248824,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=629+Wenonah+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=UiQ-bn0CH2RwbSKBOuLjEfWCdQQ='],360000.0,Single-family,1926,6250.0,,4.0,2.0,1190.0
1126 S HIGHLAND AVE,1126 Highland Ave,13251117,41.8680123,-87.781296,/IL/Oak-Park/1126-Highland-Ave-60304/home/13251117,['https://ssl.cdn-redfin.com/photo/68/mbphoto/731/genMid.10660731_4.jpg'],435000.0,Single-family,1916,3780.0,435000.0,4.0,3.5,2655.0
643 S RIDGELAND AVE,643 S Ridgeland Ave,13249803,41.8765363,-87.7846409,/IL/Oak-Park/643-S-Ridgeland-Ave-60304/home/13249803,['https://ssl.cdn-redfin.com/photo/68/mbphoto/222/genMid.09493222_3.jpg'],470000.0,Single-family,1910,5040.0,470000.0,4.0,1.5,
733 S ELMWOOD,733 S Elmwood Ave,13249040,41.8750553,-87.7858284,/IL/Oak-Park/733-S-Elmwood-Ave-60304/home/13249040,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=733+S+Elmwood+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=FgML9AM5gJkrBsnrskZeHHJaWPY='],72500.0,Single-family,1903,5320.0,,4.0,2.5,1920.0
519 S HARVEY AV,519 S Harvey Ave,13252295,41.87916,-87.7810096,/IL/Oak-Park/519-S-Harvey-Ave-60304/home/13252295,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=519+S+Harvey+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=fIROps7nbmRz8FT1L9wa-U7mAEA='],319500.0,Single-family,1908,3125.0,,3.0,1.0,1120.0
905 S LOMBARD AVE,905 S Lombard Ave,13251417,41.8724161,-87.7795301,/IL/Oak-Park/905-S-Lombard-Ave-60304/home/13251417,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=905+S+Lombard+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=i4Mke0lJJtN7KHvP9lViQ4QAfVk='],50000.0,Multi-family (2-4 unit),1914,2906.0,,3.0,2.5,3000.0
1186 S GROVE,1186 S Grove Ave,13247400,41.8656741,-87.7947972,/IL/Oak-Park/1186-S-Grove-Ave-60304/home/13247400,['https://ssl.cdn-redfin.com/photo/68/mbphoto/908/genMid.06513908_2.jpg'],385000.0,Single-family,1923,3425.0,390000.0,3.0,2.0,
513 LYMAN AV,513 Lyman Ave,13252779,41.8794308,-87.777373,/IL/Oak-Park/513-Lyman-Ave-60304/home/13252779,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=513+Lyman+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=R7UgKtO2U3me3NKht1At1c9xcv0='],241500.0,Single-family,1903,4588.0,,3.0,1.5,1200.0
640 HIGHLAND AVE,640 Highland Ave,13252985,41.8766545,-87.7816078,/IL/Oak-Park/640-Highland-Ave-60304/home/13252985,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=41.8766545%2C-87.7816078&size=665x441&source=outdoor&client=gme-redfin&signature=PTLFkVb58yBJxQOGZ4WW2ZnUO98='],74000.0,Single-family,1925,5000.0,,4.0,1.0,1187.0
332 N CUYLER,332 N Cuyler Ave,13268959,41.8929877,-87.7828187,/IL/Oak-Park/332-N-Cuyler-Ave-60302/home/13268959,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=332+N+Cuyler+Ave%2C+Oak+Park%2C+IL+60302&size=665x441&source=outdoor&client=gme-redfin&signature=RZE7RnE8yhNK8QV_jrULvLnoBMI='],100000.0,Single-family,1898,6840.0,,4.0,2.5,1924.0
704 WESLEY,704 Wesley Ave,13248693,41.8758844,-87.7913678,/IL/Oak-Park/704-Wesley-Ave-60304/home/13248693,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=704+Wesley+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=lmC0UekG2Ov8ev7jIGBSGN1EvwA='],535000.0,Single-family,1923,5000.0,,3.0,2.0,1798.0
1032 S MAPLE,1032 S Maple Ave,13247463,41.8694067,-87.8032121,/IL/Oak-Park/1032-S-Maple-Ave-60304/home/13247463,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1032+S+Maple+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=UTyiMdi1HzWsBjEcACjBWZTFkpE='],,Multi-family (2-4 unit),1908,8500.0,,4.0,2.5,1860.0
1137 HIGHLAND AVE,1137 Highland Ave #2,13251539,41.8676511,-87.7818481,/IL/Oak-Park/1137-Highland-Ave-60304/unit-2/home/13251539,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1137+Highland+Ave+%232%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=FnvOAIXh7wj1JDfR5mfQShHFYhQ='],220000.0,Multi-family (2-4 unit),1909,3150.0,,4.0,2.0,1870.0
1166 S RIDGELAND,1166 S Ridgeland Ave,13250648,41.8664532,-87.7837478,/IL/Oak-Park/1166-S-Ridgeland-Ave-60304/home/13250648,['https://ssl.cdn-redfin.com/photo/68/mbphoto/683/genMid.06784683_2.jpg'],307000.0,Single-family,1922,3150.0,307000.0,3.0,2.5,
545 S OAK PARK AVE,545 S Oak Park Ave,13249399,41.8781026,-87.7944821,/IL/Oak-Park/545-S-Oak-Park-Ave-60304/home/13249399,['https://ssl.cdn-redfin.com/photo/68/mbphoto/406/genMid.09807406_K.jpg'],595000.0,Single-family,1905,6196.0,595000.0,5.0,5.0,2700.0
526 LYMAN AVE,526 Lyman Ave,12585450,41.8789359,-87.7767771,/IL/Oak-Park/526-Lyman-Ave-60304/home/12585450,['https://ssl.cdn-redfin.com/photo/68/mbphoto/273/genMid.08829273_2.jpg'],355000.0,Single-family,1905,4588.0,355000.0,3.0,1.5,1998.0
522 S HIGHLAND AV,522 Highland Ave,13252785,41.8790103,-87.7817328,/IL/Oak-Park/522-Highland-Ave-60304/home/13252785,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=522+Highland+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=iF63elhQH-WignXqAv_PzXi_Lso='],110000.0,Single-family,1908,4687.0,,3.0,1.0,1544.0
600 S WESLEY AV,600 Wesley Ave,13249512,41.8778475,-87.7914323,/IL/Oak-Park/600-Wesley-Ave-60304/home/13249512,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=600+Wesley+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=8-WSIz7X_ssJSPjaHUuxP20IpAY='],190500.0,Single-family,1912,6218.0,,3.0,1.5,1828.0
1118 S EAST AVE,1118 S East Ave,13246898,41.8682218,-87.7886857,/IL/Oak-Park/1118-S-East-Ave-60304/home/13246898,['https://ssl.cdn-redfin.com/photo/68/mbphoto/735/genMid.08888735_7.jpg'],341500.0,Single-family,1956,4725.0,341500.0,3.0,2.0,
1104 S LOMBARD,1104 S Lombard Ave,13251530,41.8687887,-87.7788651,/IL/Oak-Park/1104-S-Lombard-Ave-60304/home/13251530,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1104+S+Lombard+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=qpQiZR7A4mwyGk4qHBDNPfJjntk='],,Single-family,1924,3075.0,,3.0,1.0,1448.0
317 S WISCONSIN 2C,317 Wisconsin Ave Unit 2C,12608672,41.882557,-87.8027566,/IL/Oak-Park/317-Wisconsin-Ave-60302/unit-2C/home/12608672,['https://ssl.cdn-redfin.com/photo/68/mbphoto/871/genMid.11781871_0.jpg'],178000.0,,,,,,,
1115 WISCONSIN AVE,1115 Wisconsin Ave,13247132,41.8680808,-87.8022489,/IL/Oak-Park/1115-Wisconsin-Ave-60304/home/13247132,['https://ssl.cdn-redfin.com/photo/68/mbphoto/188/genMid.11364188_1.jpg'],,Single-family,1899,8550.0,570000.0,4.0,1.5,2232.0
702 S.MAPLE AVE.,702 S Maple Ave,12792378,41.8766421,-87.8034218,/IL/Oak-Park/702-S-Maple-Ave-60304/home/12792378,['https://ssl.cdn-redfin.com/photo/68/mbphoto/795/genMid.10837795_4.jpg'],290000.0,Single-family,1916,8500.0,290000.0,4.0,2.0,2881.0
926 WESLEY AVE UNIT 2,926 Wesley Ave #2,12716410,41.8715084,-87.7913422,/IL/Oak-Park/926-Wesley-Ave-60304/unit-2/home/12716410,['https://ssl.cdn-redfin.com/photo/68/mbphoto/316/genMid.08568316_3.jpg'],195000.0,,,,,,,
1174 S WESLEY,1174 Wesley Ave,13247677,41.8660443,-87.7910699,/IL/Oak-Park/1174-Wesley-Ave-60304/home/13247677,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=41.8660443%2C-87.7910699&size=665x441&source=outdoor&client=gme-redfin&signature=n0zV56MBqHt6NC4T2b8YULIw0Fo='],200000.0,Single-family,1921,3150.0,,3.0,1.5,1362.0
826 S HOME AV,826 Home Ave,13249095,41.8744142,-87.7994837,/IL/Oak-Park/826-Home-Ave-60304/home/13249095,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=826+Home+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=F65jmNnO1HPmwHg4sTg3xZ7G6LA='],42000.0,Single-family,1915,3450.0,,2.0,1.0,826.0
1128 W HARRISON #16,1128 Harrison St Apt 16,13083091,41.8739238,-87.8033794,/IL/Oak-Park/1128-Harrison-St-60304/unit-16/home/13083091,['https://ssl.cdn-redfin.com/photo/68/mbphoto/497/genMid.11962497_0.jpg'],,,,,,,,
1165 S LOMBARD AV,1165 S Lombard Ave,13251035,41.8665935,-87.7793922,/IL/Oak-Park/1165-S-Lombard-Ave-60304/home/13251035,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1165+S+Lombard+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=C76sGJOJVzD9BmLq56d3Giq_dsk='],,Single-family,1927,3125.0,,3.0,1.0,1140.0
